Name,Citation,,Year,Country,Longitude,Latitude,Elevation (m),MAP (mm),MAT (��C),Soil type (FAO),Land-use type,,,depth,Sand,Silt,Clay,pH,soil C,soil N,soil P,SMB C,SMB N,SMB P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Speir, T.W., Tate, K.R., Feltham, C.W., 1997, Burning in a new Zealand snow-tussock grassland: effects of soil microbial biomass and nitrogen and phosphorus availability, New Zealand Journal of Ecology, 21(1), 63-71.",,,New Zealand,169.27,-45.6,975,,,Cambisols,Grassland,"1.5 years since last fire, control",tall tussock,0~2,,,,4.7,7083.33,271.43,,246.67,29.43,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Speir, T.W., Tate, K.R., Feltham, C.W., 1997, Burning in a new Zealand snow-tussock grassland: effects of soil microbial biomass and nitrogen and phosphorus availability, New Zealand Journal of Ecology, 21(1), 63-71.",,,New Zealand,169.27,-45.6,975,,,Cambisols,Grassland,"1.5 years since last fire, burned",tall tussock,0~2,,,,4.8,6083.33,257.14,,189.17,28.64,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Speir, T.W., Tate, K.R., Feltham, C.W., 1997, Burning in a new Zealand snow-tussock grassland: effects of soil microbial biomass and nitrogen and phosphorus availability, New Zealand Journal of Ecology, 21(1), 63-71.",,,New Zealand,169.27,-45.6,975,,,Cambisols,Grassland,"2.5 years since last fire, control",tall tussock,0~2,,,,5.1,6750,285.71,,242.5,25.86,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Speir, T.W., Tate, K.R., Feltham, C.W., 1997, Burning in a new Zealand snow-tussock grassland: effects of soil microbial biomass and nitrogen and phosphorus availability, New Zealand Journal of Ecology, 21(1), 63-71.",,,New Zealand,169.27,-45.6,975,,,Cambisols,Grassland,"2.5 years since last fire, burned",tall tussock,0~2,,,,5.2,5833.33,257.14,,188.33,28.36,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Meyrick, Karen. F., 1980, Influence of storage on soil microbial biomass estimated by three biochemical procedures, Soil Biology and Biochemistry, 12, 369-374.",,,New Zealand,170.6,-45.78,,,,Gypsisols,Grassland,,,0~8,,,,6.2,2166.67,150,,79.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Meyrick, Karen. F., 1980, Influence of storage on soil microbial biomass estimated by three biochemical procedures, Soil Biology and Biochemistry, 12, 369-374.",,,New Zealand,170.6,-45.78,,,,Cambisols,Grassland,,,0~8,,,,6,2416.67,157.14,,93.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Meyrick, Karen. F., 1980, Influence of storage on soil microbial biomass estimated by three biochemical procedures, Soil Biology and Biochemistry, 12, 369-374.",,,New Zealand,170.6,-45.78,,,,Podzols,Grassland,,,0~8,,,,4.5,10166.67,278.57,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Meyrick, Karen. F., 1980, Influence of storage on soil microbial biomass estimated by three biochemical procedures, Soil Biology and Biochemistry, 12, 369-374.",,,New Zealand,170.6,-45.78,,,,Podzols,Grassland,,,0~8,,,,4.7,4333.33,250,,109.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Gypsisols,Grassland,,Tussock grass,0~8,,,,6.2,2166.67,150,,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Cambisols,Grassland,,Tussock grass,0~8,,,,6,2416.67,157.14,,93.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Luvisols,Grassland,,Tussock grass,0~8,,,,5.6,3166.67,178.57,,88.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Cambisols,Grassland,,Tussock grass,0~8,,,,4.9,4000,207.14,,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Podzols,Grassland,,Tussock grass,0~8,,,,4.4,16666.67,507.14,,223.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Podzols,Grassland,,Tussock grass,0~8,,,,4.7,4333.33,250,,109.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Cambisols,Grassland,,Tussock grass,0~8,,,,4.4,7083.33,407.14,,231.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Podzols,Grassland,,Tussock grass,0~8,,,,5,3583.33,207.14,,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Cairns, Annette., Pansier, Elizabeth A., 1980, Microbial biomass estimations in soils from tussock grasslands by three biochemical procedures, Soil Biology and Biochemistry, 12, 375-383.",,,New Zealand,170.9,-45.2,,,,Fluvisols,Grassland,,Tussock grass,0~8,,,,5.8,2083.33,164.29,,44.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Feltham, C.W., 1996, Microbial biomass, and C and N mineralization, in litter and mineral soil of adjacent Montane ecosystems in a southern beech (Nothofagus) forest and a tussock grassland, Soil Biology and Biochemistry, 28(12), 1613-1620.",,,New Zealand,171.7,-43.13,1240,1600,6,Cambisols,Grassland,,Tussock,0~10,,,,5,7583.33,328.57,,222.5,31.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ross, D.J., Tate, K.R., Feltham, C.W., 1996, Microbial biomass, and C and N mineralization, in litter and mineral soil of adjacent Montane ecosystems in a southern beech (Nothofagus) forest and a tussock grassland, Soil Biology and Biochemistry, 28(12), 1613-1620.",,,New Zealand,171.7,-43.13,1240,1600,6,Cambisols,Grassland,,Tussock,10~20,,,,5.1,4833.33,228.57,,93.33,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Saggar, S., McIntosh, P.D., Hedley, C.B., Knicker, H., 1999, Changes in soil microbial biomass, metabolic quotient, and organic matter turnover under Hieracium (H. pilosella L.), Biology and Fertility of Soils, 30, 232-238.",,,New Zealand,175.3,-40.05,440,550,,Cambisols,Grassland,,herb,0~10,,,,,1708.33,110,15.77,41.5,7,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Saggar, S., McIntosh, P.D., Hedley, C.B., Knicker, H., 1999, Changes in soil microbial biomass, metabolic quotient, and organic matter turnover under Hieracium (H. pilosella L.), Biology and Fertility of Soils, 30, 232-238.",,,New Zealand,175.3,-40.05,440,550,,Cambisols,Grassland,,herb,0~10,,,,,1250,87.14,15.16,30.58,5.43,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Saggar, S., McIntosh, P.D., Hedley, C.B., Knicker, H., 1999, Changes in soil microbial biomass, metabolic quotient, and organic matter turnover under Hieracium (H. pilosella L.), Biology and Fertility of Soils, 30, 232-238.",,,New Zealand,175.3,-40.05,440,550,,Cambisols,Grassland,,herb,0~10,,,,,1358.33,99.29,16.06,33.33,7.21,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,sheep,,0~7.5,,,,5.77,6875,421.43,,62.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,sheep and beef cattle,,0~7.5,,,,5.52,8258.33,514.29,,48.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,dairy cattle,,0~7.5,,,,5.4,6441.67,450,,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,deer,,0~7.5,,,,5.57,6275,350,,48.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,beef cattle,,0~7.5,,,,5.16,6308.33,378.57,,55.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,mown area,,0~7.5,,,,5.99,4241.67,228.57,,39.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,dairy cattle,,0~7.5,,,,5.64,6133.33,471.43,,55.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,dairly cattle,,0~7.5,,,,5.59,6466.67,550,,53.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,deer and sheep,,0~7.5,,,,5.75,7400,500,,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,deer and sheep,,0~7.5,,,,5.46,8183.33,585.71,,74.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,dairy cattle,,0~7.5,,,,6.15,7591.67,557.14,,64.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Wardle, D.A., Ghani, A., 1995, Why is the strength of relationships between pairs of methods for estimating soil microbial biomass often so variable? Soil Biology and Biochemistry, 27(6), 821-828.",,,New Zealand,176.2,-38.5,,,,Andosols,Grassland,dairy cattle,,0~7.5,,,,5.77,8466.67,578.57,,72.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ananyeva, N.D., Polyanskaya, L.M., Susyan, E.A., Vasenkina, I.V., Wirth, S., Zvyagintsev, D.G., 2008, Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration, Microbiology, 77(3), 356-364.",,,Russia,37.63,55.75,,,,,Upland field,,Cereal-grass,0~5,,,,6.6,1466.666667,,,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Ananyeva, N.D., Polyanskaya, L.M., Susyan, E.A., Vasenkina, I.V., Wirth, S., Zvyagintsev, D.G., 2008, Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration, Microbiology, 77(3), 356-364.",,,Russia,37.63,55.75,,,,,Upland field,,Cereal-grass,5~10,,,,6.85,1350,,,63.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bardgett, Richard. D., Shine, Amanda., 1999, Linkages between plant litter diversity, soil microbial biomass and ecosystem function in temperate grasslands, Soil Biology and Biochemistry, 31, 317-321.",,,United kingdom,-4,52.42,,,,,Grassland,,,0~15,,,,,34500,1642.86,270.97,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bardgett, Richard. D., Shine, Amanda., 1999, Linkages between plant litter diversity, soil microbial biomass and ecosystem function in temperate grasslands, Soil Biology and Biochemistry, 31, 317-321.",,,United kingdom,-4,52.42,,,,,Grassland,,,0~15,,,,,34833.33,1357.14,183.87,97.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bardgett, Richard. D., Shine, Amanda., 1999, Linkages between plant litter diversity, soil microbial biomass and ecosystem function in temperate grasslands, Soil Biology and Biochemistry, 31, 317-321.",,,United kingdom,-4,52.42,,,,,Grassland,,,0~15,,,,,35833.33,3071.43,209.68,107.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bardgett, Richard. D., Shine, Amanda., 1999, Linkages between plant litter diversity, soil microbial biomass and ecosystem function in temperate grasslands, Soil Biology and Biochemistry, 31, 317-321.",,,United kingdom,-4,52.42,,,,,Grassland,,,0~15,,,,,35750,928.57,177.42,110.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bardgett, Richard. D., Shine, Amanda., 1999, Linkages between plant litter diversity, soil microbial biomass and ecosystem function in temperate grasslands, Soil Biology and Biochemistry, 31, 317-321.",,,United kingdom,-4,52.42,,,,,Grassland,,,0~15,,,,,34500,1642.86,158.06,101.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Bardgett, Richard. D., Shine, Amanda., 1999, Linkages between plant litter diversity, soil microbial biomass and ecosystem function in temperate grasslands, Soil Biology and Biochemistry, 31, 317-321.",,,United kingdom,-4,52.42,,,,,Grassland,,,0~15,,,,,33750,1928.57,270.97,104.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Brooks, P.C., Powlson, D.S., Jenkinson, D.S., 1984, Phosphorus in the soil microbial biomass, Soil Biology and Biochemistry, 16(2), 169-175.",,,United kingdom,-0.33,51.8,,,,Luvisols,Grassland,,unmanured permanent grass,0~10,,,,6.7,4008.33,323.57,19.68,135.58,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Brooks, P.C., Powlson, D.S., Jenkinson, D.S., 1984, Phosphorus in the soil microbial biomass, Soil Biology and Biochemistry, 16(2), 169-175.",,,United kingdom,-0.33,51.8,,,,Luvisols,Grassland,,permanent grass,0~10,,,,6.89,3791.67,302.14,61.94,114.92,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Brooks, P.C., Powlson, D.S., Jenkinson, D.S., 1984, Phosphorus in the soil microbial biomass, Soil Biology and Biochemistry, 16(2), 169-175.",,,United kingdom,-1.17,51.9,,,,Luvisols,Grassland,,permanent grass,5~15,,,,6.82,2766.67,230,25.16,70.58,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Brooks, P.C., Powlson, D.S., Jenkinson, D.S., 1984, Phosphorus in the soil microbial biomass, Soil Biology and Biochemistry, 16(2), 169-175.",,,United kingdom,-1.17,51.9,,,,Luvisols,Grassland,,permanent grassland,0~10,,,,6.8,3150,255,29.68,92.67,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Brooks, P.C., Powlson, D.S., Jenkinson, D.S., 1984, Phosphorus in the soil microbial biomass, Soil Biology and Biochemistry, 16(2), 169-175.",,,United kingdom,-0.62,51.98,,,,Arenosols,Grassland,,grass ley,5~15,,,,7,1008.33,82.14,23.87,12.33,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Brooks, P.C., Powlson, D.S., Jenkinson, D.S., 1984, Phosphorus in the soil microbial biomass, Soil Biology and Biochemistry, 16(2), 169-175.",,,United kingdom,1.49,52.2,,,,Stagnosols,Grassland,,grass ley,0~10,,,,7.63,1466.67,138.57,26.45,52.92,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Jenkinson, D.S., Davidson, S.A., Powlson, D.S., 1979, Adenosine Triphosphate and Microbial biomass in soil, Soil Biology and Biochemistry, 11, 521-527.",,,United Kingdom,-0.37,51.82,128,,,,Grassland,,Permanent grassland,0~15,,,,5.3,3208.33,242.14,,75.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Jenkinson, D.S., Davidson, S.A., Powlson, D.S., 1979, Adenosine Triphosphate and Microbial biomass in soil, Soil Biology and Biochemistry, 11, 521-527.",,,United Kingdom,-0.37,51.82,128,,,,Grassland,,Permanent grassland,0~15,,,,6.9,3258.33,279.29,,94.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Joergensen, R.G., Brookes, P.C., 1990, Ninhydrin-reactive nitrogen measurements of microbial biomass in 0.5M K2So4 soil extracts, Soil Biology and Biochemistry, 22(8), 1023-1027.",,,United kingdom,-0.54,51.42,,,,,Grassland,,fosters grass,0~10,,,,6,2033.33,166.43,,35.42,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Joergensen, R.G., Brookes, P.C., 1990, Ninhydrin-reactive nitrogen measurements of microbial biomass in 0.5M K2So4 soil extracts, Soil Biology and Biochemistry, 22(8), 1023-1027.",,,United kingdom,-1.17,51.9,,,,,Grassland,,Highfield grass,0~10,,,,5.8,3791.67,290,,98.5,20.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Kemmitt, S.J., Lanyon, C.V., Waite, I.S., Wen, Q., Addiscott, T.M., Bird, N.R.A., O'Donnell, A.G., Brookes, P.C., 2008, Mineralization of native soil organic matter is not regulated by the size, activity or composition of the soil microbial biomass-a new perspective, Soil Biology and Biochemistry, 40, 61-73.",,,United kingdom,-0.35,51.82,,,,Luvisols,Grassland,,,0~10,,,,5.9,3208.33,278.57,,97.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Kemmitt, S.J., Lanyon, C.V., Waite, I.S., Wen, Q., Addiscott, T.M., Bird, N.R.A., O'Donnell, A.G., Brookes, P.C., 2008, Mineralization of native soil organic matter is not regulated by the size, activity or composition of the soil microbial biomass-a new perspective, Soil Biology and Biochemistry, 40, 61-73.",,,United kingdom,,,,,,Gleysols,Grassland,,,0~10,,,,7.3,5458.33,471.43,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Kemmitt, S.J., Lanyon, C.V., Waite, I.S., Wen, Q., Addiscott, T.M., Bird, N.R.A., O'Donnell, A.G., Brookes, P.C., 2008, Mineralization of native soil organic matter is not regulated by the size, activity or composition of the soil microbial biomass-a new perspective, Soil Biology and Biochemistry, 40, 61-73.",,,United kingdom,-3.9,50.75,,,,Gleysols,Grassland,,,0~10,,,,6.1,4483.33,371.43,,130.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Hatch, D.J., 1998, Stimulation of microbial activity following spring applications of nitrogen, Biology and Fertility of Soils, 26, 28-30.",,,United Kingdom,-3.9,50.75,,,,,Grassland,,,,,,,,,,,76.86,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Hatch, D.J., 1998, Stimulation of microbial activity following spring applications of nitrogen, Biology and Fertility of Soils, 26, 28-30.",,,United Kingdom,-3.9,50.75,,,,,Grassland,,,,,,,,,,,78.98,10.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Hatch, D.J., 1998, Stimulation of microbial activity following spring applications of nitrogen, Biology and Fertility of Soils, 26, 28-30.",,,United Kingdom,-3.9,50.75,,,,,Grassland,,,,,,,,,,,83.03,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Hatch, D.J., 1998, Stimulation of microbial activity following spring applications of nitrogen, Biology and Fertility of Soils, 26, 28-30.",,,United Kingdom,-3.9,50.75,,,,,Grassland,,,,,,,,,,,82.78,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Hatch, D.J., 1998, Stimulation of microbial activity following spring applications of nitrogen, Biology and Fertility of Soils, 26, 28-30.",,,United Kingdom,-3.9,50.75,,,,,Grassland,,,,,,,,,,,98.67,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Jarvis, S.C., Bardgett, R.D., 1995, Soil microbial biomass and activity in long-term grassland: effects of management changes, Soil Biology and Biochemistry, 27(7), 969-975.",,,United kingdom,-3.9,50.75,,,,Cambisols,Grassland,drained,,0~10,,,,,5391.67,421.43,,88,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Jarvis, S.C., Bardgett, R.D., 1995, Soil microbial biomass and activity in long-term grassland: effects of management changes, Soil Biology and Biochemistry, 27(7), 969-975.",,,United kingdom,-3.9,50.75,,,,Cambisols,Grassland,undrained,,0~10,,,,,4866.67,378.57,,87.92,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Jarvis, S.C., Bardgett, R.D., 1995, Soil microbial biomass and activity in long-term grassland: effects of management changes, Soil Biology and Biochemistry, 27(7), 969-975.",,,United kingdom,-3.9,50.75,,,,Cambisols,Grassland,undrained,,0~10,,,,,4716.67,378.57,,84.08,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Jarvis, S.C., Bardgett, R.D., 1995, Soil microbial biomass and activity in long-term grassland: effects of management changes, Soil Biology and Biochemistry, 27(7), 969-975.",,,United kingdom,-3.9,50.75,,,,Cambisols,Grassland,undrained,,0~10,,,,,5491.67,421.43,,134.67,18.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Lovell, R.D., Jarvis, S.C., Bardgett, R.D., 1995, Soil microbial biomass and activity in long-term grassland: effects of management changes, Soil Biology and Biochemistry, 27(7), 969-975.",,,United kingdom,-3.9,50.75,,,,Cambisols,Grassland,undrained,,0~10,,,,,5283.33,414.29,,143,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Patra, D.D., Brookes, P.C., Coleman, K., Jenkinson, D.S., 1990, Seasonal changes of soil microbial biomass in an arable and a grassland soil which have been under uniform management for many years, Soil Biology and Biochemistry, 22(6), 739-742.",,,United kingdom,-0.35,51.82,,,,,Grassland,,,0~10,,,,,,,,66.83,13.81,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Patra, D.D., Brookes, P.C., Coleman, K., Jenkinson, D.S., 1990, Seasonal changes of soil microbial biomass in an arable and a grassland soil which have been under uniform management for many years, Soil Biology and Biochemistry, 22(6), 739-742.",,,United kingdom,-0.35,51.82,,,,,Grassland,,,10~23,,,,,,,,20.42,3.48,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Gleysols,Grassland,,,0~10,270,240,480,6.1,3250,214.3,25.8,34.3,4.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Cambisols,Grassland,,,0~10,240,480,270,5.5,2583.3,214.3,32.3,43.4,7.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu et al.,"Turner, B.L, Bristow, A.W., Haygarth, P.M., 2001, Rapid estimation of microbial biomass in grassland soils by ultra-violet absorbance, Soil Biology and Biochemistry,33, 913-919. Cleveland, Cory. C., Liptzin, Daniel. 2007. C:N:P stoichiometry insoil: is there a Redfield ratio for the microbial biomass? Biogeochemistry, 85, 235-252.",,,United Kingdom,,,,,,Cambisols,Grassland,,,0~10,510,230,260,5.9,3916.7,357.1,41.9,58.2,9.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
